$FLYS,1
$VAR,FIRMWARE_VER,v2024.06.09.starter_pistol
$VAR,DEVICE_ID,0017003b3253501720373657
$VAR,SESSION_ID,3ee6304fa45e4bac03d2783d
$COL,GNSS,time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc
$UNIT,GNSSdeg,deg,m,m/s,m/s,m/s,m,m,m/s
$GNSS,2025-07-29T15:21:55.350Z,40.2677209,-111.636023,1610.393,-6.57,-9.16,9.77,0.316,0.505,0.16
$GNSS,2025-07-29T15:21:55.400Z,40.2677181,-111.6360286,1609.909,-6.15,-9.38,9.88,0.316,0.505,0.16
$GNSS,2025-07-29T15:21:55.450Z,40.2677154,-111.6360342,1609.397,-5.96,-9.59,10.11,0.316,0.505,0.15
$GNSS,2025-07-29T15:21:55.500Z,40.267713,-111.63604,1608.872,-5.56,-9.87,10.28,0.316,0.506,0.16
$GNSS,2025-07-29T15:21:55.550Z,40.2677106,-111.6360459,1608.342,-5.28,-10.06,10.38,0.316,0.506,0.17
$GNSS,2025-07-29T15:21:55.600Z,40.2677085,-111.6360519,1607.815,-4.82,-10.16,10.5,0.317,0.507,0.19
$GNSS,2025-07-29T15:21:55.650Z,40.2677065,-111.636058,1607.262,-4.54,-10.38,10.69,0.317,0.509,0.18
$GNSS,2025-07-29T15:21:55.700Z,40.2677047,-111.6360641,1606.704,-4.14,-10.47,10.86,0.317,0.51,0.17
$GNSS,2025-07-29T15:21:55.750Z,40.2677031,-111.6360705,1606.156,-3.63,-10.73,11.01,0.317,0.509,0.15
$GNSS,2025-07-29T15:21:55.800Z,40.2677015,-111.6360769,1605.575,-3.51,-10.83,11.17,0.316,0.51,0.16
$GNSS,2025-07-29T15:21:55.850Z,40.2677002,-111.6360833,1604.987,-2.99,-10.98,11.35,0.315,0.51,0.17
$GNSS,2025-07-29T15:21:55.900Z,40.2676992,-111.63609,1604.403,-2.4,-11.18,11.6,0.315,0.51,0.17
$GNSS,2025-07-29T15:21:55.950Z,40.2676982,-111.6360966,1603.81,-2.04,-11.2,11.77,0.314,0.511,0.17
$GNSS,2025-07-29T15:21:56.000Z,40.2676975,-111.6361032,1603.193,-1.68,-11.26,11.95,0.313,0.511,0.17
$GNSS,2025-07-29T15:21:56.050Z,40.267697,-111.63611,1602.582,-1.19,-11.48,12.12,0.313,0.511,0.17
$GNSS,2025-07-29T15:21:56.100Z,40.2676967,-111.6361169,1601.96,-0.83,-11.57,12.32,0.313,0.512,0.17
$GNSS,2025-07-29T15:21:56.150Z,40.2676965,-111.6361238,1601.33,-0.48,-11.67,12.48,0.312,0.513,0.17
$GNSS,2025-07-29T15:21:56.200Z,40.2676966,-111.6361306,1600.682,0.07,-11.57,12.62,0.312,0.513,0.18
$GNSS,2025-07-29T15:21:56.250Z,40.2676969,-111.6361375,1600.025,0.49,-11.59,12.74,0.312,0.513,0.18
$GNSS,2025-07-29T15:21:56.300Z,40.2676973,-111.6361443,1599.378,0.84,-11.66,12.79,0.312,0.514,0.18
$GNSS,2025-07-29T15:21:56.350Z,40.267698,-111.6361512,1598.719,1.3,-11.63,13,0.312,0.514,0.18
$GNSS,2025-07-29T15:21:56.400Z,40.2676988,-111.6361581,1598.044,1.76,-11.58,13.26,0.312,0.514,0.19
$GNSS,2025-07-29T15:21:56.450Z,40.2676999,-111.6361649,1597.356,2.17,-11.57,13.38,0.312,0.514,0.19
$GNSS,2025-07-29T15:21:56.500Z,40.2677012,-111.6361716,1596.678,2.65,-11.46,13.46,0.312,0.514,0.19
$GNSS,2025-07-29T15:21:56.550Z,40.2677027,-111.6361784,1595.978,3.11,-11.52,13.65,0.312,0.514,0.19
$GNSS,2025-07-29T15:21:56.600Z,40.2677044,-111.6361851,1595.265,3.55,-11.42,13.88,0.312,0.514,0.19
$GNSS,2025-07-29T15:21:56.650Z,40.2677063,-111.6361917,1594.558,4.09,-11.2,14.04,0.313,0.514,0.2
$GNSS,2025-07-29T15:21:56.700Z,40.2677084,-111.6361982,1593.839,4.45,-11.03,14.14,0.313,0.514,0.2
$GNSS,2025-07-29T15:21:56.750Z,40.2677108,-111.6362046,1593.094,5.12,-10.87,14.33,0.313,0.514,0.2
$GNSS,2025-07-29T15:21:56.800Z,40.2677133,-111.6362109,1592.361,5.45,-10.76,14.4,0.313,0.514,0.2
$GNSS,2025-07-29T15:21:56.850Z,40.267716,-111.6362171,1591.617,5.9,-10.61,14.56,0.312,0.514,0.2
$GNSS,2025-07-29T15:21:56.900Z,40.267719,-111.6362232,1590.872,6.46,-10.31,14.65,0.312,0.513,0.2
$GNSS,2025-07-29T15:21:56.950Z,40.2677222,-111.6362291,1590.108,6.98,-10.07,14.8,0.312,0.513,0.2
$GNSS,2025-07-29T15:21:57.000Z,40.2677257,-111.6362348,1589.334,7.52,-9.8,15,0.311,0.513,0.2
$GNSS,2025-07-29T15:21:57.050Z,40.2677293,-111.6362404,1588.57,7.94,-9.44,15.08,0.311,0.513,0.21
$GNSS,2025-07-29T15:21:57.100Z,40.2677331,-111.6362457,1587.797,8.36,-9.11,15.16,0.311,0.512,0.21
$GNSS,2025-07-29T15:21:57.150Z,40.267737,-111.6362509,1587.023,8.71,-8.77,15.19,0.31,0.512,0.21
$GNSS,2025-07-29T15:21:57.200Z,40.2677411,-111.6362559,1586.237,9.04,-8.48,15.28,0.31,0.512,0.21
$GNSS,2025-07-29T15:21:57.250Z,40.2677453,-111.6362606,1585.446,9.39,-8.03,15.32,0.31,0.512,0.21
$GNSS,2025-07-29T15:21:57.300Z,40.2677497,-111.636265,1584.666,9.8,-7.56,15.44,0.31,0.512,0.23
$GNSS,2025-07-29T15:21:57.350Z,40.2677543,-111.6362692,1583.872,10.23,-7.17,15.53,0.309,0.512,0.23
$GNSS,2025-07-29T15:21:57.400Z,40.267759,-111.6362731,1583.075,10.51,-6.7,15.54,0.309,0.512,0.23
$GNSS,2025-07-29T15:21:57.450Z,40.2677639,-111.6362767,1582.268,10.93,-6.32,15.66,0.309,0.512,0.23
$GNSS,2025-07-29T15:21:57.500Z,40.2677689,-111.6362801,1581.466,11.22,-5.77,15.77,0.309,0.512,0.23
$GNSS,2025-07-29T15:21:57.550Z,40.267774,-111.6362831,1580.662,11.47,-5.25,15.81,0.308,0.512,0.23
$GNSS,2025-07-29T15:21:57.600Z,40.2677792,-111.6362858,1579.86,11.66,-4.63,15.82,0.308,0.512,0.23
$GNSS,2025-07-29T15:21:57.650Z,40.2677845,-111.6362881,1579.038,11.83,-4.07,15.83,0.308,0.512,0.22
$GNSS,2025-07-29T15:21:57.700Z,40.2677899,-111.6362902,1578.219,12.08,-3.6,15.89,0.307,0.512,0.22
$GNSS,2025-07-29T15:21:57.750Z,40.2677954,-111.636292,1577.41,12.29,-3.06,16,0.307,0.512,0.22
$GNSS,2025-07-29T15:21:57.800Z,40.267801,-111.6362934,1576.595,12.45,-2.44,16.06,0.306,0.512,0.23
$GNSS,2025-07-29T15:21:57.850Z,40.2678065,-111.6362943,1575.784,12.42,-1.76,16,0.306,0.513,0.23
$GNSS,2025-07-29T15:21:57.900Z,40.267812,-111.636295,1574.963,12.4,-1.23,15.96,0.306,0.513,0.23
$GNSS,2025-07-29T15:21:57.950Z,40.2678176,-111.6362954,1574.137,12.57,-0.75,16.07,0.305,0.513,0.23
$GNSS,2025-07-29T15:21:58.000Z,40.2678232,-111.6362955,1573.31,12.65,-0.07,16.16,0.305,0.513,0.23
$GNSS,2025-07-29T15:21:58.050Z,40.2678287,-111.6362951,1572.495,12.51,0.53,16.18,0.305,0.513,0.23
$GNSS,2025-07-29T15:21:58.100Z,40.2678342,-111.6362943,1571.696,12.49,1.26,16.2,0.304,0.513,0.23
$GNSS,2025-07-29T15:21:58.150Z,40.2678397,-111.6362932,1570.878,12.34,1.8,16.16,0.304,0.513,0.23
$GNSS,2025-07-29T15:21:58.200Z,40.2678451,-111.6362918,1570.054,12.2,2.37,16.11,0.304,0.513,0.23
$GNSS,2025-07-29T15:21:58.250Z,40.2678505,-111.6362901,1569.233,12.07,2.95,16.14,0.303,0.514,0.23
$GNSS,2025-07-29T15:21:58.300Z,40.2678558,-111.636288,1568.413,11.97,3.45,16.24,0.303,0.514,0.23
$GNSS,2025-07-29T15:21:58.350Z,40.267861,-111.6362857,1567.588,11.85,3.97,16.27,0.303,0.515,0.24
$GNSS,2025-07-29T15:21:58.400Z,40.2678661,-111.6362829,1566.779,11.64,4.55,16.31,0.303,0.516,0.24
$GNSS,2025-07-29T15:21:58.450Z,40.2678709,-111.6362798,1565.96,11.22,5.18,16.29,0.302,0.516,0.24
$GNSS,2025-07-29T15:21:58.500Z,40.2678757,-111.6362765,1565.149,10.88,5.65,16.21,0.302,0.517,0.25
$GNSS,2025-07-29T15:21:58.550Z,40.2678804,-111.6362728,1564.337,10.54,6.13,16.2,0.302,0.518,0.25
$GNSS,2025-07-29T15:21:58.600Z,40.2678849,-111.6362689,1563.512,10.09,6.66,16.26,0.302,0.519,0.26
$GNSS,2025-07-29T15:21:58.650Z,40.2678891,-111.6362645,1562.708,9.74,7.21,16.25,0.301,0.52,0.27
$GNSS,2025-07-29T15:21:58.700Z,40.2678931,-111.63626,1561.903,9.22,7.69,16.2,0.301,0.522,0.27
$GNSS,2025-07-29T15:21:58.800Z,40.2679006,-111.6362501,1560.285,8.24,8.56,16.1,0.302,0.527,0.31
$GNSS,2025-07-29T15:21:58.850Z,40.267904,-111.6362448,1559.461,7.76,8.92,16.2,0.301,0.528,0.3
$GNSS,2025-07-29T15:21:58.900Z,40.2679072,-111.6362393,1558.645,7.27,9.3,16.2,0.301,0.53,0.3
$GNSS,2025-07-29T15:21:58.950Z,40.2679101,-111.6362336,1557.839,6.67,9.54,16.17,0.301,0.532,0.3
$GNSS,2025-07-29T15:21:59.000Z,40.2679126,-111.6362277,1557.033,5.98,9.89,16.21,0.3,0.532,0.27
$GNSS,2025-07-29T15:21:59.050Z,40.267915,-111.6362218,1556.21,5.47,10.07,16.26,0.3,0.533,0.26
$GNSS,2025-07-29T15:21:59.100Z,40.2679172,-111.6362156,1555.382,4.85,10.35,16.29,0.3,0.534,0.26
$GNSS,2025-07-29T15:21:59.150Z,40.2679191,-111.6362094,1554.559,4.29,10.59,16.28,0.299,0.535,0.25
$GNSS,2025-07-29T15:21:59.200Z,40.2679207,-111.636203,1553.731,3.65,10.66,16.32,0.299,0.535,0.23
$GNSS,2025-07-29T15:21:59.250Z,40.2679221,-111.6361966,1552.916,3.1,10.8,16.37,0.298,0.535,0.23
$GNSS,2025-07-29T15:21:59.300Z,40.2679232,-111.6361902,1552.092,2.53,10.86,16.5,0.298,0.535,0.23
$GNSS,2025-07-29T15:21:59.350Z,40.267924,-111.6361837,1551.259,1.93,10.87,16.53,0.297,0.536,0.23
$GNSS,2025-07-29T15:21:59.400Z,40.2679245,-111.6361773,1550.429,1.22,10.87,16.46,0.297,0.536,0.23
$GNSS,2025-07-29T15:21:59.450Z,40.2679248,-111.6361708,1549.597,0.49,10.89,16.4,0.297,0.536,0.23
$GNSS,2025-07-29T15:21:59.500Z,40.2679248,-111.6361644,1548.768,-0.06,10.84,16.48,0.296,0.536,0.22
$GNSS,2025-07-29T15:21:59.550Z,40.2679244,-111.6361581,1547.929,-0.67,10.69,16.65,0.296,0.536,0.23
$GNSS,2025-07-29T15:21:59.600Z,40.2679239,-111.636152,1547.1,-1.31,10.49,16.66,0.295,0.536,0.21
$GNSS,2025-07-29T15:21:59.650Z,40.267923,-111.6361459,1546.26,-1.88,10.25,16.64,0.295,0.536,0.21
$GNSS,2025-07-29T15:21:59.700Z,40.2679219,-111.63614,1545.441,-2.55,10.13,16.56,0.294,0.535,0.21
$GNSS,2025-07-29T15:21:59.750Z,40.2679204,-111.6361342,1544.624,-3.26,9.91,16.57,0.293,0.535,0.21
$GNSS,2025-07-29T15:21:59.800Z,40.2679186,-111.6361286,1543.796,-3.9,9.49,16.63,0.293,0.535,0.21
$GNSS,2025-07-29T15:21:59.850Z,40.2679166,-111.6361231,1542.97,-4.49,9.35,16.49,0.292,0.535,0.21
$GNSS,2025-07-29T15:21:59.900Z,40.2679143,-111.6361179,1542.147,-5.07,8.9,16.57,0.292,0.535,0.21
$GNSS,2025-07-29T15:21:59.950Z,40.2679117,-111.6361128,1541.337,-5.69,8.51,16.38,0.292,0.534,0.2
$GNSS,2025-07-29T15:22:00.000Z,40.2679089,-111.6361081,1540.523,-6.29,8.06,16.3,0.291,0.534,0.2
$GNSS,2025-07-29T15:22:00.050Z,40.2679059,-111.6361035,1539.703,-6.69,7.78,16.34,0.291,0.533,0.2
$GNSS,2025-07-29T15:22:00.100Z,40.2679025,-111.6360991,1538.89,-7.4,7.48,16.3,0.29,0.533,0.21
$GNSS,2025-07-29T15:22:00.150Z,40.2678989,-111.6360949,1538.059,-7.99,7.08,16.34,0.29,0.532,0.2
$GNSS,2025-07-29T15:22:00.200Z,40.2678951,-111.6360909,1537.231,-8.45,6.64,16.37,0.289,0.532,0.19
$GNSS,2025-07-29T15:22:00.250Z,40.2678911,-111.6360873,1536.419,-8.8,6.12,16.43,0.289,0.532,0.19
$GNSS,2025-07-29T15:22:00.300Z,40.267887,-111.636084,1535.622,-9.09,5.73,16.24,0.289,0.531,0.2
$GNSS,2025-07-29T15:22:00.350Z,40.2678827,-111.6360809,1534.819,-9.62,5.21,16.02,0.288,0.531,0.2
$GNSS,2025-07-29T15:22:00.400Z,40.2678783,-111.6360782,1534.032,-9.95,4.7,15.93,0.288,0.531,0.18
$GNSS,2025-07-29T15:22:00.450Z,40.2678737,-111.6360756,1533.239,-10.21,4.32,15.87,0.288,0.53,0.18
$GNSS,2025-07-29T15:22:00.500Z,40.2678688,-111.6360733,1532.476,-10.74,3.92,15.6,0.288,0.53,0.18
$GNSS,2025-07-29T15:22:00.550Z,40.2678637,-111.6360712,1531.711,-11.22,3.51,15.39,0.288,0.53,0.18
$GNSS,2025-07-29T15:22:00.600Z,40.2678585,-111.6360694,1530.958,-11.54,3.13,15.23,0.288,0.529,0.18
$GNSS,2025-07-29T15:22:00.650Z,40.2678531,-111.6360678,1530.211,-11.8,2.65,15.12,0.288,0.529,0.18
$GNSS,2025-07-29T15:22:00.700Z,40.2678476,-111.6360666,1529.477,-12.24,2.14,14.91,0.287,0.529,0.18
$GNSS,2025-07-29T15:22:00.750Z,40.2678419,-111.6360656,1528.758,-12.61,1.71,14.66,0.287,0.529,0.18
$GNSS,2025-07-29T15:22:00.800Z,40.267836,-111.6360647,1528.056,-12.87,1.43,14.35,0.287,0.529,0.17
$GNSS,2025-07-29T15:22:00.850Z,40.2678301,-111.6360641,1527.355,-13.19,0.98,14.12,0.287,0.529,0.17
$GNSS,2025-07-29T15:22:00.900Z,40.2678241,-111.6360637,1526.666,-13.29,0.69,13.85,0.287,0.529,0.17
$GNSS,2025-07-29T15:22:00.950Z,40.267818,-111.6360635,1526.005,-13.38,0.32,13.47,0.287,0.529,0.17
$GNSS,2025-07-29T15:22:01.000Z,40.2678118,-111.6360634,1525.355,-13.56,0.13,13.18,0.287,0.529,0.17
$GNSS,2025-07-29T15:22:01.050Z,40.2678056,-111.6360634,1524.717,-13.69,-0.08,12.92,0.288,0.529,0.17
$GNSS,2025-07-29T15:22:01.100Z,40.2677993,-111.6360636,1524.102,-13.9,-0.33,12.6,0.288,0.529,0.17
$GNSS,2025-07-29T15:22:01.150Z,40.2677929,-111.636064,1523.499,-14.14,-0.56,12.33,0.288,0.527,0.18
$GNSS,2025-07-29T15:22:01.200Z,40.2677863,-111.6360644,1522.91,-14.41,-0.75,12.03,0.288,0.526,0.2
$GNSS,2025-07-29T15:22:01.250Z,40.2677797,-111.636065,1522.347,-14.46,-0.99,11.54,0.288,0.525,0.21
$GNSS,2025-07-29T15:22:01.300Z,40.267773,-111.6360655,1521.802,-14.75,-0.95,11.01,0.288,0.524,0.21
$GNSS,2025-07-29T15:22:01.350Z,40.2677662,-111.6360661,1521.284,-14.9,-0.88,10.7,0.289,0.522,0.22
$GNSS,2025-07-29T15:22:01.400Z,40.2677593,-111.6360666,1520.78,-15.24,-0.95,10.44,0.289,0.521,0.22
$GNSS,2025-07-29T15:22:01.450Z,40.2677523,-111.6360672,1520.29,-15.31,-1.03,10.15,0.289,0.52,0.22
$GNSS,2025-07-29T15:22:01.500Z,40.2677453,-111.6360679,1519.824,-15.4,-1.12,9.68,0.29,0.519,0.23
$GNSS,2025-07-29T15:22:01.550Z,40.2677382,-111.6360686,1519.388,-15.63,-1.15,9.15,0.29,0.518,0.23
$GNSS,2025-07-29T15:22:01.600Z,40.267731,-111.6360692,1518.969,-15.69,-0.99,8.63,0.29,0.517,0.23
$GNSS,2025-07-29T15:22:01.650Z,40.2677239,-111.6360697,1518.568,-15.7,-0.88,8.29,0.291,0.517,0.23
$GNSS,2025-07-29T15:22:01.700Z,40.2677169,-111.6360702,1518.185,-15.65,-0.83,8.14,0.291,0.516,0.24
$GNSS,2025-07-29T15:22:01.750Z,40.2677099,-111.6360708,1517.853,-15.46,-0.97,7.59,0.291,0.515,0.2
$GNSS,2025-07-29T15:22:01.800Z,40.2677031,-111.6360715,1517.524,-15.19,-1.04,7.13,0.291,0.515,0.19
$GNSS,2025-07-29T15:22:01.850Z,40.2676959,-111.6360721,1517.194,-15.71,-1.13,6.65,0.291,0.516,0.17
$GNSS,2025-07-29T15:22:01.900Z,40.2676888,-111.6360727,1516.887,-15.63,-1.06,6.22,0.291,0.516,0.2
$GNSS,2025-07-29T15:22:01.950Z,40.2676818,-111.6360731,1516.592,-15.59,-0.67,6.02,0.292,0.516,0.2
$GNSS,2025-07-29T15:22:02.000Z,40.2676747,-111.6360734,1516.318,-15.61,-0.54,5.74,0.292,0.517,0.2
$GNSS,2025-07-29T15:22:02.050Z,40.2676678,-111.6360736,1516.056,-15.46,-0.41,5.44,0.292,0.517,0.21
$GNSS,2025-07-29T15:22:02.100Z,40.2676608,-111.6360737,1515.798,-15.51,-0.1,5.22,0.292,0.517,0.21
$GNSS,2025-07-29T15:22:02.150Z,40.267654,-111.6360738,1515.569,-15.07,-0.09,4.97,0.293,0.517,0.21
$GNSS,2025-07-29T15:22:02.200Z,40.2676472,-111.6360739,1515.356,-14.99,-0.1,4.74,0.293,0.518,0.21
$GNSS,2025-07-29T15:22:02.250Z,40.2676405,-111.6360738,1515.145,-14.96,0.07,4.35,0.293,0.518,0.21
$GNSS,2025-07-29T15:22:02.300Z,40.2676338,-111.6360737,1514.945,-14.89,0.26,4.06,0.293,0.518,0.21
$GNSS,2025-07-29T15:22:02.350Z,40.2676271,-111.6360736,1514.784,-14.76,0.32,3.87,0.294,0.517,0.25
$GNSS,2025-07-29T15:22:02.400Z,40.2676205,-111.6360735,1514.657,-14.65,0.35,3.53,0.294,0.516,0.26
$GNSS,2025-07-29T15:22:02.450Z,40.2676138,-111.6360731,1514.463,-14.87,0.59,3.38,0.294,0.517,0.26
$GNSS,2025-07-29T15:22:02.500Z,40.2676071,-111.6360728,1514.306,-14.81,0.59,3.07,0.295,0.517,0.27
$GNSS,2025-07-29T15:22:02.550Z,40.2676007,-111.6360726,1514.16,-14.42,0.42,2.97,0.296,0.517,0.27
$GNSS,2025-07-29T15:22:02.600Z,40.2675944,-111.6360724,1514.054,-14.06,0.36,2.73,0.296,0.518,0.27
$GNSS,2025-07-29T15:22:02.650Z,40.2675879,-111.6360722,1513.908,-14.36,0.45,2.79,0.297,0.518,0.26
$GNSS,2025-07-29T15:22:02.700Z,40.2675816,-111.636072,1513.796,-14.09,0.38,2.54,0.297,0.518,0.22
$GNSS,2025-07-29T15:22:02.750Z,40.2675752,-111.6360717,1513.707,-14.12,0.49,2.23,0.297,0.518,0.22
$GNSS,2025-07-29T15:22:02.800Z,40.2675689,-111.6360714,1513.628,-13.88,0.53,2.03,0.297,0.519,0.23
$GNSS,2025-07-29T15:22:02.850Z,40.2675627,-111.6360708,1513.518,-13.87,0.97,2.09,0.298,0.519,0.23
$GNSS,2025-07-29T15:22:02.900Z,40.2675567,-111.6360704,1513.454,-13.46,0.87,1.83,0.298,0.518,0.23
$GNSS,2025-07-29T15:22:02.950Z,40.2675506,-111.6360697,1513.363,-13.52,1.2,1.84,0.298,0.517,0.22
$GNSS,2025-07-29T15:22:03.000Z,40.2675446,-111.636069,1513.283,-13.25,1.29,1.73,0.298,0.517,0.22
$GNSS,2025-07-29T15:22:03.050Z,40.2675389,-111.6360682,1513.213,-12.84,1.33,1.64,0.298,0.516,0.21
$GNSS,2025-07-29T15:22:03.100Z,40.2675331,-111.6360674,1513.147,-12.78,1.47,1.52,0.298,0.515,0.21
$GNSS,2025-07-29T15:22:03.150Z,40.2675273,-111.6360666,1513.083,-12.77,1.35,1.46,0.298,0.514,0.19
$GNSS,2025-07-29T15:22:03.200Z,40.2675216,-111.6360658,1513.008,-12.67,1.46,1.49,0.298,0.513,0.19
$GNSS,2025-07-29T15:22:03.250Z,40.267516,-111.6360649,1512.95,-12.46,1.52,1.35,0.298,0.512,0.19
$GNSS,2025-07-29T15:22:03.300Z,40.2675105,-111.6360636,1512.878,-12.27,1.97,1.35,0.298,0.512,0.19
$GNSS,2025-07-29T15:22:03.350Z,40.2675051,-111.6360625,1512.819,-11.95,1.94,1.32,0.298,0.512,0.19
$GNSS,2025-07-29T15:22:03.400Z,40.2674999,-111.6360613,1512.777,-11.68,2.02,1.2,0.298,0.512,0.17
$GNSS,2025-07-29T15:22:03.450Z,40.2674947,-111.6360599,1512.719,-11.58,2.36,1.21,0.298,0.512,0.17
$GNSS,2025-07-29T15:22:03.500Z,40.2674894,-111.6360585,1512.683,-11.59,2.34,0.99,0.298,0.512,0.17
$GNSS,2025-07-29T15:22:03.550Z,40.2674842,-111.6360572,1512.646,-11.34,2.34,0.91,0.298,0.512,0.18
$GNSS,2025-07-29T15:22:03.600Z,40.2674793,-111.6360556,1512.577,-10.92,2.58,1.08,0.298,0.511,0.19
$GNSS,2025-07-29T15:22:03.650Z,40.2674746,-111.6360541,1512.541,-10.56,2.65,0.99,0.298,0.51,0.19
$GNSS,2025-07-29T15:22:03.700Z,40.2674698,-111.6360525,1512.511,-10.54,2.63,0.98,0.298,0.509,0.19
$GNSS,2025-07-29T15:22:03.750Z,40.267465,-111.6360508,1512.46,-10.58,2.81,0.94,0.298,0.509,0.19
$GNSS,2025-07-29T15:22:03.800Z,40.2674604,-111.6360492,1512.417,-10.21,2.66,0.89,0.298,0.508,0.2
$GNSS,2025-07-29T15:22:03.850Z,40.2674559,-111.6360477,1512.408,-9.98,2.57,0.71,0.298,0.507,0.2
$GNSS,2025-07-29T15:22:03.900Z,40.2674515,-111.636046,1512.38,-9.76,2.86,0.7,0.298,0.507,0.19
$GNSS,2025-07-29T15:22:03.950Z,40.2674472,-111.6360442,1512.335,-9.64,3.07,0.73,0.298,0.507,0.19
$GNSS,2025-07-29T15:22:04.000Z,40.267443,-111.6360423,1512.292,-9.4,3.08,0.76,0.298,0.507,0.22
$GNSS,2025-07-29T15:22:04.050Z,40.2674388,-111.6360406,1512.274,-9.25,2.95,0.68,0.298,0.506,0.23
$GNSS,2025-07-29T15:22:04.100Z,40.2674347,-111.6360388,1512.256,-9.17,3.08,0.58,0.298,0.506,0.21
$GNSS,2025-07-29T15:22:04.150Z,40.2674307,-111.636037,1512.232,-8.91,3.03,0.53,0.298,0.505,0.24
$GNSS,2025-07-29T15:22:04.200Z,40.2674269,-111.6360352,1512.186,-8.67,3.06,0.68,0.298,0.505,0.24
$GNSS,2025-07-29T15:22:04.250Z,40.2674231,-111.6360334,1512.14,-8.58,3.03,0.74,0.298,0.505,0.2
$GNSS,2025-07-29T15:22:04.300Z,40.2674193,-111.6360315,1512.1,-8.52,3.21,0.72,0.298,0.504,0.21
$GNSS,2025-07-29T15:22:04.350Z,40.2674156,-111.6360296,1512.067,-8.29,3.33,0.63,0.298,0.504,0.2
$GNSS,2025-07-29T15:22:04.400Z,40.267412,-111.6360277,1512.05,-8.06,3.24,0.52,0.298,0.503,0.21
$GNSS,2025-07-29T15:22:04.450Z,40.2674085,-111.6360259,1512.02,-7.78,3.19,0.58,0.298,0.502,0.2
$GNSS,2025-07-29T15:22:04.500Z,40.2674052,-111.6360241,1511.977,-7.61,3.16,0.68,0.298,0.501,0.2
$GNSS,2025-07-29T15:22:04.550Z,40.2674018,-111.6360222,1511.939,-7.59,3.13,0.71,0.298,0.5,0.23
$GNSS,2025-07-29T15:22:04.600Z,40.2673984,-111.6360204,1511.908,-7.49,3.16,0.69,0.298,0.499,0.22
$GNSS,2025-07-29T15:22:04.650Z,40.2673952,-111.6360187,1511.899,-7.31,3.05,0.59,0.298,0.499,0.22
$GNSS,2025-07-29T15:22:04.700Z,40.2673921,-111.636017,1511.875,-7.06,3.07,0.57,0.298,0.498,0.22
$GNSS,2025-07-29T15:22:04.750Z,40.267389,-111.6360151,1511.831,-6.84,3.15,0.59,0.298,0.498,0.24
$GNSS,2025-07-29T15:22:04.800Z,40.2673861,-111.6360132,1511.79,-6.57,3.11,0.61,0.298,0.497,0.23
$GNSS,2025-07-29T15:22:04.850Z,40.2673833,-111.6360115,1511.749,-6.4,2.91,0.72,0.298,0.497,0.2
$GNSS,2025-07-29T15:22:04.900Z,40.2673805,-111.6360099,1511.713,-6.24,2.83,0.76,0.298,0.496,0.2
$GNSS,2025-07-29T15:22:04.950Z,40.2673777,-111.6360082,1511.684,-6.22,2.86,0.67,0.298,0.495,0.2
$GNSS,2025-07-29T15:22:05.000Z,40.2673749,-111.6360065,1511.651,-6.16,2.92,0.67,0.298,0.494,0.2
$GNSS,2025-07-29T15:22:05.050Z,40.2673722,-111.6360048,1511.614,-6.03,2.93,0.67,0.298,0.494,0.2
$GNSS,2025-07-29T15:22:05.100Z,40.2673696,-111.6360032,1511.572,-5.7,2.85,0.73,0.298,0.494,0.2
$GNSS,2025-07-29T15:22:05.150Z,40.2673671,-111.6360015,1511.532,-5.58,2.85,0.72,0.297,0.493,0.2
$GNSS,2025-07-29T15:22:05.200Z,40.2673646,-111.6359999,1511.501,-5.66,2.69,0.68,0.297,0.494,0.18
$GNSS,2025-07-29T15:22:05.250Z,40.2673623,-111.6359985,1511.439,-5.33,2.52,0.88,0.297,0.494,0.17
$GNSS,2025-07-29T15:22:05.300Z,40.2673599,-111.635997,1511.404,-5.33,2.5,0.85,0.297,0.493,0.2
$GNSS,2025-07-29T15:22:05.350Z,40.2673578,-111.6359957,1511.343,-4.95,2.33,1.07,0.297,0.492,0.2
$GNSS,2025-07-29T15:22:05.400Z,40.2673554,-111.6359942,1511.267,-5.25,2.45,1.21,0.297,0.491,0.17
$GNSS,2025-07-29T15:22:05.450Z,40.2673532,-111.635993,1511.203,-4.96,2.14,1.22,0.297,0.491,0.18
$GNSS,2025-07-29T15:22:05.500Z,40.2673511,-111.635992,1511.148,-4.82,1.91,1.25,0.296,0.49,0.18
$GNSS,2025-07-29T15:22:05.550Z,40.2673492,-111.635991,1511.059,-4.34,1.7,1.51,0.296,0.489,0.22
$GNSS,2025-07-29T15:22:05.600Z,40.2673473,-111.6359901,1510.96,-4.27,1.44,1.69,0.296,0.489,0.23
$GNSS,2025-07-29T15:22:05.650Z,40.2673452,-111.635989,1510.905,-4.54,1.86,1.19,0.296,0.488,0.2
$GNSS,2025-07-29T15:22:05.700Z,40.2673433,-111.6359883,1510.932,-4.21,1.37,0.34,0.296,0.487,0.2
$GNSS,2025-07-29T15:22:05.750Z,40.2673415,-111.6359878,1510.931,-4.11,0.98,0.21,0.297,0.487,0.22
$GNSS,2025-07-29T15:22:05.800Z,40.2673395,-111.6359871,1510.933,-4.35,1.17,0.22,0.297,0.488,0.24
$GNSS,2025-07-29T15:22:05.850Z,40.2673377,-111.6359861,1510.938,-3.95,1.74,0.13,0.298,0.489,0.25
